segment_id,city_name,admin_ward,latitude,longitude,catchment_id,elevation_m,dem_source,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,rainfall_source,historical_rainfall_intensity_mm_hr,return_period_years,risk_labels,drainage_efficiency,rainfall_per_return_period,simplified_risks
SEG-02228,"Istanbul, Türkiye",Sector 13,41.123456,28.889117,CAT-069,107.02,Copernicus_GLO-30_v2023,Commercial,C,9.83,160.0,GratedInlet,Blended,25.6,2,monitor,0.061055900621118014,12.8,Low Risk
SEG-02229,"Seoul, South Korea",Borough Central,37.48406,126.900766,CAT-087,17.16,SRTM_1arc,Roads,A,3.69,103.0,CurbInlet,LocalGauge,61.6,25,monitor,0.03548076923076923,2.464,Low Risk
SEG-02230,"Lima, Peru",District 14,-12.035297,-77.092359,CAT-146,61.91,Copernicus_GLO-90_v2022,Industrial,C,7.0,373.4,CurbInlet,IMD,28.2,25,monitor,0.018696581196581196,1.128,Low Risk
SEG-02231,"Rome, Italy",Ward K,41.884839,12.44155,CAT-032,40.91,Copernicus_GLO-30_v2023,Industrial,D,7.3,92.2,GratedInlet,ERA5,19.0,2,monitor,0.07832618025751073,9.5,Low Risk
SEG-02232,"Karachi, Pakistan",Sector 9,24.653109,66.915227,CAT-133,25.130000000000003,Copernicus_EEA-10_v5,Residential,B,4.62,49.7,Manhole,ERA5,54.7,100,monitor,0.09112426035502959,0.547,Low Risk
SEG-02233,"Riyadh, Saudi Arabia",Sector 29,24.657116,46.606386,CAT-164,50.55,SRTM_1arc,Roads,C,6.08,37.3,Manhole,Blended,13.4,2,monitor,0.15874673629242822,6.7,Low Risk
SEG-02234,"Brisbane, Australia",District 18,-27.398254,153.121061,CAT-081,20.78,Copernicus_GLO-30_v2023,Roads,B,5.95,320.4,OpenChannel,ERA5,22.7,100,monitor,0.01851275668948351,0.22699999999999998,Low Risk
SEG-02235,"Philadelphia, USA",Ward I,40.000949,-75.257334,CAT-099,21.56,Copernicus_GLO-30_v2023,Green,C,4.18,282.1,CurbInlet,ERA5,16.6,50,monitor,0.014765100671140938,0.332,Low Risk
SEG-02236,"Mumbai, India",Borough Delta,19.135957,72.897326,CAT-159,5.73,SRTM_1arc,Roads,B,6.64,138.5,OpenChannel,ERA5,46.0,2,low_lying,0.047598566308243724,23.0,Medium Risk
SEG-02237,"Cape Town, South Africa",District 2,-33.825432,18.476241,CAT-140,113.28,SRTM_1arc,Roads,D,5.43,78.8,CurbInlet,LocalGauge,25.2,50,monitor,0.06804511278195488,0.504,Low Risk
SEG-02238,"Copenhagen, Denmark",Sector 4,55.722272,12.540012,CAT-092,40.07,Copernicus_EEA-10_v5,Roads,C,10.88,260.9,OpenChannel,IMD,62.8,10,monitor,0.041542573501336395,6.279999999999999,Low Risk
SEG-02239,"Chennai, India",District 6,13.021981,80.245154,CAT-065,-3.0,SRTM_1arc,Residential,B,3.86,146.1,CurbInlet,ERA5,61.5,10,ponding_hotspot|low_lying|event_2023-12-01,0.026240652617267164,6.15,High Risk
SEG-02240,"Manila, Philippines",Sector 14,14.667464,120.930625,CAT-148,11.68,SRTM_1arc,Green,D,3.69,402.5,CurbInlet,ERA5,116.9,50,ponding_hotspot|extreme_rain_history|event_2023-09-29,0.009144981412639405,2.338,High Risk
SEG-02241,"Dhaka, Bangladesh",District 29,23.856682,90.461885,CAT-044,99.39,SRTM_3arc,Roads,A,6.66,146.9,GratedInlet,LocalGauge,43.7,100,monitor,0.04503042596348884,0.43700000000000006,Low Risk
SEG-02242,"Washington DC, USA",Zone I,38.930413,-76.865026,CAT-097,96.57,Copernicus_GLO-30_v2023,Roads,B,10.24,140.7,CurbInlet,LocalGauge,44.3,10,monitor,0.07226534932956952,4.43,Low Risk
SEG-02243,"Miami, USA",Sector 3,25.800385,-80.128648,CAT-015,17.1,SRTM_1arc,Residential,B,4.07,117.1,Manhole,ERA5,42.9,5,monitor,0.03446232006773921,8.58,Low Risk
SEG-02244,"Hong Kong, China",Borough East,22.371143,114.152424,CAT-066,11.49,Copernicus_GLO-90_v2022,Residential,C,5.2,73.1,GratedInlet,ERA5,47.8,25,monitor,0.07017543859649124,1.912,Low Risk
SEG-02245,"Buenos Aires, Argentina",Ward K,-34.587583,-58.38188,CAT-036,-3.0,Copernicus_GLO-30_v2023,Industrial,C,8.83,98.7,OpenChannel,ERA5,68.6,25,ponding_hotspot|low_lying|event_2025-03-11,0.08856569709127382,2.7439999999999998,High Risk
SEG-02246,"Manila, Philippines",Zone V,14.61148,121.084784,CAT-120,14.04,SRTM_1arc,Green,D,3.76,159.4,Manhole,Blended,59.3,10,monitor,0.023441396508728177,5.93,Low Risk
SEG-02247,"Cape Town, South Africa",Sector 23,-33.862239,18.510836,CAT-088,221.63,SRTM_1arc,Green,B,3.48,162.9,OpenChannel,ERA5,19.9,2,monitor,0.021232458816351434,9.95,Low Risk
SEG-02248,"Sao Paulo, Brazil",Sector 25,-23.517757,-46.665563,CAT-092,81.19,SRTM_3arc,Industrial,B,9.67,71.3,CurbInlet,ERA5,66.8,5,monitor,0.13374827109266943,13.36,Low Risk
SEG-02249,"Dhaka, Bangladesh",Borough Riverside,23.770822,90.406331,CAT-090,-3.0,SRTM_1arc,Commercial,A,9.49,78.0,Manhole,LocalGauge,47.0,10,low_lying,0.12012658227848101,4.7,Medium Risk
SEG-02250,"Ho Chi Minh City, Vietnam",District 22,10.844813,106.584776,CAT-139,53.29,Copernicus_GLO-90_v2022,Commercial,D,6.74,335.6,CurbInlet,IMD,41.3,50,monitor,0.020023767082590613,0.826,Low Risk
SEG-02251,"Ahmedabad, India",Borough Riverside,23.015209,72.586834,CAT-075,5.94,Copernicus_EEA-10_v5,Industrial,A,4.72,191.8,CurbInlet,ERA5,18.8,50,low_lying,0.024481327800829872,0.376,Medium Risk
SEG-02252,"Seoul, South Korea",District 20,37.508342,127.021785,CAT-142,39.0,SRTM_3arc,Industrial,B,9.11,18.0,CurbInlet,ERA5,19.4,5,monitor,0.4794736842105263,3.88,Low Risk
SEG-02253,"Ho Chi Minh City, Vietnam",Borough Riverside,10.844343,106.678593,CAT-107,33.8,Copernicus_GLO-30_v2023,Residential,C,6.25,58.4,CurbInlet,Blended,38.5,2,monitor,0.10521885521885523,19.25,Low Risk
SEG-02254,"Tokyo, Japan",Zone III,35.697121,139.666878,CAT-054,96.48,SRTM_3arc,Residential,C,3.59,20.8,CurbInlet,ERA5,38.3,2,monitor,0.1646788990825688,19.15,Low Risk
SEG-02255,"Rotterdam, Netherlands",Ward G,52.084604,4.493236,CAT-147,3.79,SRTM_1arc,Industrial,C,4.15,124.4,GratedInlet,ERA5,35.1,5,low_lying,0.03309409888357257,7.0200000000000005,Medium Risk
SEG-02256,"Barcelona, Spain",District 25,41.245247,2.10476,CAT-126,5.4,SRTM_1arc,Residential,B,5.52,38.4,Manhole,ERA5,22.7,10,low_lying,0.14010152284263958,2.27,Medium Risk
SEG-02257,"Rome, Italy",Sector 4,41.870543,12.328795,CAT-118,56.14,Copernicus_GLO-30_v2023,Roads,C,9.0,245.4,OpenChannel,ERA5,30.5,25,monitor,0.036525974025974024,1.22,Low Risk
SEG-02258,"Doha, Qatar",Borough Central,25.341679,51.416266,CAT-072,67.21,Copernicus_EEA-10_v5,Residential,C,4.77,63.4,Manhole,LocalGauge,30.9,10,monitor,0.07406832298136645,3.09,Low Risk
SEG-02259,"Rotterdam, Netherlands",Zone IX,51.964541,4.440018,CAT-101,3.78,SRTM_1arc,Green,C,6.25,350.6,GratedInlet,ERA5,41.4,5,low_lying,0.017775881683731513,8.28,Medium Risk
SEG-02260,"Manila, Philippines",District 14,14.575281,121.005397,CAT-137,-3.0,Copernicus_GLO-90_v2022,Residential,A,6.2,91.69999999999999,CurbInlet,ERA5,46.1,2,low_lying,0.06688241639697952,23.05,Medium Risk
SEG-02261,"Chennai, India",Zone IV,13.125843,80.264888,CAT-151,25.130000000000003,SRTM_3arc,Industrial,D,10.02,49.1,CurbInlet,ERA5,104.7,5,extreme_rain_history|event_2022-05-07,0.19999999999999998,20.94,High Risk
SEG-02262,"Vancouver, Canada",Sector 17,49.262389,-123.043046,CAT-021,16.1,SRTM_3arc,Green,A,6.98,33.2,Manhole,ERA5,26.9,10,monitor,0.204093567251462,2.69,Low Risk
SEG-02263,"Brisbane, Australia",Borough Hillside,-27.585299,153.022692,CAT-152,-3.0,SRTM_1arc,Roads,D,8.61,203.7,CurbInlet,ERA5,37.6,2,ponding_hotspot|low_lying|event_2024-08-19,0.042061553492916466,18.8,High Risk
SEG-02264,"Hyderabad, India",Sector 23,17.49578,78.422704,CAT-131,42.14,Copernicus_GLO-30_v2023,Commercial,C,5.94,91.69999999999999,Manhole,ERA5,41.8,50,monitor,0.06407766990291264,0.836,Low Risk
SEG-02265,"Dubai, UAE",District 23,25.179043,55.318947,CAT-119,84.93,SRTM_3arc,Roads,A,9.39,161.0,CurbInlet,IMD,24.5,2,monitor,0.057962962962962966,12.25,Low Risk
SEG-02266,"Cape Town, South Africa",District 2,-34.01394,18.444154,CAT-178,23.59,Copernicus_GLO-30_v2023,Residential,C,4.94,192.4,OpenChannel,Blended,31.7,5,monitor,0.025542916235780765,6.34,Low Risk
SEG-02267,"Ahmedabad, India",Zone IV,23.044635,72.497931,CAT-133,38.5,Copernicus_GLO-30_v2023,Residential,C,5.99,382.9,OpenChannel,LocalGauge,25.7,10,monitor,0.0156030216202136,2.57,Low Risk
SEG-02268,"Vancouver, Canada",Sector 6,49.29266,-123.122796,CAT-078,12.62,Copernicus_EEA-10_v5,Roads,B,8.19,48.8,CurbInlet,ERA5,23.1,25,monitor,0.1644578313253012,0.924,Low Risk
SEG-02269,"Nairobi, Kenya",Borough South,-1.343593,36.961326,CAT-112,54.95,SRTM_1arc,Residential,A,5.88,186.5,CurbInlet,LocalGauge,34.9,50,monitor,0.03136,0.698,Low Risk
SEG-02270,"Mexico City, Mexico",Sector 13,19.398948,-99.085444,CAT-097,51.51,SRTM_1arc,Green,A,5.3,222.3,OpenChannel,ERA5,47.8,10,monitor,0.02373488580385132,4.779999999999999,Low Risk
SEG-02271,"Bengaluru, India",District 18,12.997025,77.673815,CAT-064,22.26,SRTM_1arc,Commercial,C,9.55,39.9,CurbInlet,LocalGauge,30.2,100,monitor,0.23349633251833743,0.302,Low Risk
SEG-02272,"Riyadh, Saudi Arabia",Zone III,24.83752,46.612715,CAT-137,82.39,Copernicus_GLO-90_v2022,Commercial,B,5.98,45.2,GratedInlet,Blended,13.5,5,monitor,0.12943722943722943,2.7,Low Risk
SEG-02273,"New Orleans, USA",Sector 15,30.01675,-90.061069,CAT-088,12.13,SRTM_1arc,Industrial,D,7.46,9.4,Manhole,ERA5,27.9,50,monitor,0.7173076923076923,0.5579999999999999,Low Risk
SEG-02274,"New Orleans, USA",Sector 23,29.856911,-90.091856,CAT-093,22.91,SRTM_3arc,Residential,B,4.32,55.7,GratedInlet,ERA5,50.5,10,monitor,0.0761904761904762,5.05,Low Risk
SEG-02275,"Jakarta, Indonesia",Zone V,-6.161354,106.786826,CAT-021,25.130000000000003,Copernicus_EEA-10_v5,Roads,C,5.32,92.9,GratedInlet,ERA5,90.6,10,extreme_rain_history,0.05665601703940362,9.059999999999999,High Risk
SEG-02276,"Brisbane, Australia",Ward J,-27.630363,152.946992,CAT-048,52.85,Copernicus_EEA-10_v5,Roads,B,6.25,95.6,Manhole,ERA5,21.7,25,monitor,0.06469979296066253,0.868,Low Risk
SEG-02277,"Auckland, New Zealand",District 24,-36.790625,174.671998,CAT-125,-3.0,Copernicus_GLO-30_v2023,Residential,B,5.57,91.69999999999999,GratedInlet,LocalGauge,68.2,10,ponding_hotspot|low_lying,0.06008629989212515,6.82,High Risk
SEG-02278,"Accra, Ghana",Ward D,5.64871,-0.123407,CAT-008,19.7,Copernicus_EEA-10_v5,Water,B,5.76,260.2,Manhole,ERA5,86.5,50,extreme_rain_history,0.022052067381316997,1.73,High Risk
SEG-02279,"Jakarta, Indonesia",Zone VI,-6.219765,106.813347,CAT-164,15.27,SRTM_3arc,Industrial,B,7.02,82.8,CurbInlet,IMD,118.6,50,extreme_rain_history,0.0837708830548926,2.372,High Risk
SEG-02280,"Dubai, UAE",Sector 5,25.179262,55.324771,CAT-056,33.57,Copernicus_EEA-10_v5,Residential,C,5.79,105.2,GratedInlet,ERA5,17.0,5,monitor,0.054519774011299434,3.4,Low Risk
SEG-02281,"Kuala Lumpur, Malaysia",District 11,3.215051,101.6995,CAT-070,29.95,Copernicus_GLO-30_v2023,Industrial,A,6.95,54.2,GratedInlet,Blended,31.9,50,monitor,0.12590579710144928,0.638,Low Risk
SEG-02282,"Sao Paulo, Brazil",District 14,-23.648512,-46.647881,CAT-119,25.130000000000003,SRTM_3arc,Commercial,B,4.67,23.3,CurbInlet,IMD,39.7,25,monitor,0.19218106995884773,1.588,Low Risk
SEG-02283,"Mexico City, Mexico",Borough Delta,19.406808,-99.224417,CAT-127,34.8,Copernicus_GLO-30_v2023,Residential,D,5.88,91.69999999999999,GratedInlet,ERA5,19.2,25,monitor,0.06343042071197412,0.768,Low Risk
SEG-02284,"Paris, France",Sector 12,48.849946,2.302564,CAT-012,28.62,Copernicus_EEA-10_v5,Residential,B,6.02,112.9,CurbInlet,LocalGauge,64.6,25,monitor,0.052853380158033356,2.5839999999999996,Low Risk
SEG-02285,"Mexico City, Mexico",Borough Harbor,19.387161,-99.211268,CAT-003,-3.0,Copernicus_GLO-30_v2023,Industrial,B,10.48,98.8,Manhole,LocalGauge,48.4,50,low_lying,0.10501002004008017,0.968,Medium Risk
SEG-02286,"Manila, Philippines",District 8,14.603027,120.987074,CAT-146,13.84,Copernicus_GLO-30_v2023,Commercial,B,8.49,65.5,GratedInlet,IMD,79.6,5,monitor,0.12766917293233082,15.919999999999998,Low Risk
SEG-02287,"Tokyo, Japan",District 2,35.614035,139.557341,CAT-020,-2.91,Copernicus_GLO-30_v2023,Residential,A,2.84,23.4,Manhole,IMD,33.4,5,low_lying|sparse_drainage,0.11639344262295082,6.68,Medium Risk
SEG-02288,"Mexico City, Mexico",Borough Delta,19.428049,-99.209168,CAT-159,69.84,Copernicus_EEA-10_v5,Residential,B,7.73,64.7,CurbInlet,IMD,30.1,2,monitor,0.11765601217656012,15.05,Low Risk
SEG-02289,"Bogotá, Colombia",Borough Harbor,4.71733,-74.179593,CAT-047,47.77,SRTM_3arc,Commercial,B,4.51,324.0,OpenChannel,IMD,37.4,5,monitor,0.013876923076923077,7.4799999999999995,Low Risk
SEG-02290,"Cape Town, South Africa",Borough Hillside,-33.858642,18.407795,CAT-129,53.81,Copernicus_EEA-10_v5,Residential,C,7.84,91.6,GratedInlet,ERA5,24.1,10,monitor,0.08466522678185745,2.41,Low Risk
SEG-02291,"Bogotá, Colombia",District 20,4.726781,-74.105088,CAT-043,124.78,Copernicus_GLO-90_v2022,Residential,D,6.25,104.3,GratedInlet,ERA5,42.3,5,monitor,0.059354226020892686,8.459999999999999,Low Risk
SEG-02292,"Philadelphia, USA",Zone IX,39.937116,-75.279967,CAT-043,26.19,Copernicus_GLO-90_v2022,Industrial,A,9.69,65.7,GratedInlet,Blended,16.8,10,monitor,0.14527736131934033,1.6800000000000002,Low Risk
SEG-02293,"Durban, South Africa",District 15,-29.900143,31.002225,CAT-029,38.72,Copernicus_GLO-30_v2023,Green,B,2.71,145.3,OpenChannel,ERA5,20.6,5,sparse_drainage,0.018523581681476418,4.12,Medium Risk
SEG-02294,"Mumbai, India",Sector 13,19.090451,72.879029,CAT-036,13.08,SRTM_1arc,Commercial,B,10.48,35.2,CurbInlet,ERA5,103.2,10,extreme_rain_history,0.2895027624309392,10.32,High Risk
SEG-02295,"Miami, USA",Borough North,25.707607,-80.284818,CAT-072,25.130000000000003,Copernicus_EEA-10_v5,Residential,D,7.36,91.69999999999999,CurbInlet,Blended,39.4,5,monitor,0.07939590075512407,7.88,Low Risk
SEG-02296,"Montreal, Canada",Borough West,45.552662,-73.587886,CAT-010,-3.0,Copernicus_EEA-10_v5,Roads,D,4.99,73.5,GratedInlet,ERA5,32.7,10,ponding_hotspot|low_lying,0.06697986577181209,3.2700000000000005,High Risk
SEG-02297,"Amsterdam, Netherlands",Ward I,52.354225,4.966751,CAT-023,21.2,Copernicus_GLO-90_v2022,Industrial,C,3.31,116.2,CurbInlet,IMD,26.5,10,monitor,0.028242320819112626,2.65,Low Risk
SEG-02298,"Tokyo, Japan",District 17,35.555876,139.676039,CAT-094,53.25,SRTM_3arc,Roads,C,4.98,345.1,CurbInlet,IMD,21.7,5,monitor,0.014388904940768565,4.34,Low Risk
SEG-02299,"Istanbul, Türkiye",District 19,40.983225,29.027029,CAT-050,-3.0,SRTM_1arc,Green,D,4.86,179.0,CurbInlet,LocalGauge,22.4,10,ponding_hotspot|low_lying,0.027000000000000003,2.2399999999999998,High Risk
SEG-02300,"Hanoi, Vietnam",Borough Old Town,21.032627,105.818381,CAT-002,32.89,Copernicus_EEA-10_v5,Roads,D,8.33,56.5,CurbInlet,Blended,82.9,25,extreme_rain_history,0.1448695652173913,3.3160000000000003,High Risk
SEG-02301,"Buenos Aires, Argentina",Zone III,-34.573344,-58.423029,CAT-166,71.92,Copernicus_GLO-90_v2022,Commercial,C,8.95,80.3,Manhole,Blended,11.7,2,monitor,0.1100861008610086,5.85,Low Risk
SEG-02302,"Athens, Greece",Ward A,38.025192,23.594532,CAT-076,0.57,Copernicus_GLO-90_v2022,Mixed,D,7.1,82.6,CurbInlet,Blended,43.6,2,ponding_hotspot|low_lying|event_2022-07-25,0.08492822966507177,21.8,High Risk
SEG-02303,"Guangzhou, China",Zone V,23.077116,113.164569,CAT-053,18.45,Copernicus_GLO-30_v2023,Residential,D,8.11,69.7,CurbInlet,IMD,40.0,2,monitor,0.1147100424328147,20.0,Low Risk
SEG-02304,"Bangkok, Thailand",Ward E,13.714462,100.599855,CAT-115,11.45,SRTM_1arc,Industrial,A,7.5,284.6,OpenChannel,ERA5,61.6,2,monitor,0.02626050420168067,30.8,Low Risk
SEG-02305,"Nairobi, Kenya",Borough West,-1.28514,36.89165,CAT-002,3.03,Copernicus_GLO-90_v2022,Informal,D,10.95,129.3,OpenChannel,ERA5,20.2,10,low_lying,0.08403683806600153,2.02,Medium Risk
SEG-02306,"Barcelona, Spain",District 4,41.353431,2.210294,CAT-148,23.04,Copernicus_GLO-30_v2023,Roads,B,9.95,65.2,Manhole,Blended,66.4,5,monitor,0.15030211480362535,13.280000000000001,Low Risk
SEG-02307,"Vancouver, Canada",Sector 23,49.414537,-123.172791,CAT-151,14.84,Copernicus_GLO-90_v2022,Residential,A,4.13,63.4,GratedInlet,LocalGauge,37.9,2,monitor,0.06413043478260869,18.95,Low Risk
SEG-02308,"Guangzhou, China",Ward C,23.123674,113.242171,CAT-154,32.0,SRTM_3arc,Residential,C,6.92,17.6,Manhole,IMD,49.7,5,monitor,0.37204301075268814,9.940000000000001,Low Risk
SEG-02309,"Hyderabad, India",Zone IV,17.414971,78.445944,CAT-078,17.06,SRTM_1arc,Roads,D,5.66,91.69999999999999,GratedInlet,ERA5,22.5,25,monitor,0.06105717367853291,0.9,Low Risk
SEG-02310,"Rotterdam, Netherlands",Zone I,51.976994,4.404026,CAT-150,1.31,SRTM_1arc,Roads,A,8.0,66.3,Manhole,ERA5,85.6,2,extreme_rain_history|low_lying,0.11887072808320952,42.8,High Risk
SEG-02311,"Mumbai, India",Zone V,19.012414,73.004597,CAT-120,19.16,Copernicus_EEA-10_v5,Residential,B,6.25,91.69999999999999,OpenChannel,LocalGauge,61.6,50,monitor,0.06742179072276161,1.232,Low Risk
SEG-02312,"Rio de Janeiro, Brazil",Zone V,-22.888814,-43.235628,CAT-170,5.85,Copernicus_GLO-30_v2023,Roads,B,7.91,52.0,Manhole,IMD,39.7,5,low_lying,0.1492452830188679,7.94,Medium Risk
SEG-02313,"Rome, Italy",Zone VI,41.966913,12.480707,CAT-052,78.15,SRTM_1arc,Residential,D,7.49,63.4,CurbInlet,ERA5,46.1,5,monitor,0.11630434782608695,9.22,Low Risk
SEG-02314,"Rotterdam, Netherlands",Borough East,51.981314,4.463838,CAT-175,22.15,SRTM_1arc,Water,D,5.95,264.5,OpenChannel,IMD,40.8,2,monitor,0.0224105461393597,20.4,Low Risk
SEG-02315,"Karachi, Pakistan",Sector 23,24.805292,66.910294,CAT-032,21.6,SRTM_3arc,Roads,A,7.83,46.2,CurbInlet,ERA5,31.3,10,monitor,0.16588983050847456,3.13,Low Risk
SEG-02316,"Pune, India",Zone VI,18.433068,73.815346,CAT-175,56.79,Copernicus_GLO-30_v2023,Green,B,3.89,131.2,CurbInlet,ERA5,28.2,2,monitor,0.02942511346444781,14.1,Low Risk
SEG-02317,"Manila, Philippines",District 1,14.589462,121.012834,CAT-017,17.92,SRTM_3arc,Roads,B,5.01,113.2,Manhole,LocalGauge,43.2,2,monitor,0.043870402802101575,21.6,Low Risk
SEG-02318,"Chennai, India",District 7,13.079066,80.226509,CAT-055,-3.0,Copernicus_GLO-30_v2023,Residential,C,4.78,2.7,OpenChannel,LocalGauge,58.7,5,ponding_hotspot|low_lying|event_2022-08-29,1.2918918918918918,11.74,High Risk
SEG-02319,"Riyadh, Saudi Arabia",District 14,24.863433,46.676966,CAT-147,55.21,SRTM_3arc,Residential,C,7.7,91.69999999999999,Manhole,ERA5,10.2,10,monitor,0.0830636461704423,1.02,Low Risk
SEG-02320,"Paris, France",Sector 17,48.857643,2.337157,CAT-044,89.94,SRTM_3arc,Institutional,C,7.86,186.7,OpenChannel,ERA5,55.9,25,monitor,0.04187533297815664,2.2359999999999998,Low Risk
SEG-02321,"Kuala Lumpur, Malaysia",Ward H,3.199504,101.748813,CAT-101,18.07,SRTM_3arc,Residential,B,7.6,31.4,GratedInlet,ERA5,38.4,10,monitor,0.2345679012345679,3.84,Low Risk
SEG-02322,"Jakarta, Indonesia",Sector 8,-6.263213,106.99687,CAT-119,9.14,Copernicus_GLO-30_v2023,Green,C,6.95,444.1,CurbInlet,Blended,46.6,50,monitor,0.015614468658728375,0.932,Low Risk
SEG-02323,"Karachi, Pakistan",District 30,24.743011,67.009559,CAT-173,59.69,Copernicus_EEA-10_v5,Green,C,3.4,91.69999999999999,CurbInlet,ERA5,42.8,2,monitor,0.03667745415318231,21.4,Low Risk
SEG-02324,"Singapore, Singapore",District 4,1.363706,103.834076,CAT-144,8.39,Copernicus_GLO-30_v2023,Commercial,A,7.24,157.7,Manhole,ERA5,50.0,2,monitor,0.04562066792690612,25.0,Low Risk
SEG-02325,"Miami, USA",Ward D,25.752475,-80.112103,CAT-116,4.49,SRTM_1arc,Residential,C,3.97,91.69999999999999,CurbInlet,ERA5,103.8,50,ponding_hotspot|extreme_rain_history|low_lying,0.04282632146709817,2.076,High Risk
SEG-02326,"Doha, Qatar",District 15,25.261039,51.503632,CAT-151,67.6,Copernicus_EEA-10_v5,Residential,D,5.35,139.1,OpenChannel,ERA5,13.6,5,monitor,0.038187009279086366,2.7199999999999998,Low Risk
SEG-02327,"Philadelphia, USA",Borough Riverside,39.8863,-75.228163,CAT-073,101.36,SRTM_3arc,Residential,C,7.06,66.2,OpenChannel,Blended,48.4,2,monitor,0.1050595238095238,24.2,Low Risk
SEG-02328,"Durban, South Africa",Zone V,-29.85575,31.064617,CAT-139,-3.0,SRTM_1arc,Residential,D,3.25,86.6,CurbInlet,IMD,26.4,10,ponding_hotspot|low_lying|event_2024-09-14,0.03710045662100457,2.6399999999999997,High Risk
SEG-02329,"New York, USA",Ward D,40.706011,-73.973711,CAT-114,56.04,Copernicus_GLO-30_v2023,Roads,B,6.25,75.4,GratedInlet,ERA5,25.6,5,monitor,0.08180628272251309,5.12,Low Risk
SEG-02330,"Rotterdam, Netherlands",Sector 14,51.887277,4.491502,CAT-171,9.57,SRTM_3arc,Commercial,A,5.45,61.0,CurbInlet,ERA5,28.9,10,monitor,0.08790322580645162,2.8899999999999997,Low Risk
SEG-02331,"Vancouver, Canada",District 26,49.273406,-122.946161,CAT-078,11.92,Copernicus_EEA-10_v5,Residential,A,4.97,26.8,CurbInlet,ERA5,45.9,10,monitor,0.17877697841726617,4.59,Low Risk
SEG-02332,"Buenos Aires, Argentina",Ward H,-34.611733,-58.371467,CAT-134,55.55,SRTM_1arc,Industrial,B,6.25,77.5,GratedInlet,LocalGauge,44.1,5,monitor,0.07961783439490445,8.82,Low Risk
SEG-02333,"Rotterdam, Netherlands",Ward D,52.018151,4.611293,CAT-042,11.83,Copernicus_GLO-90_v2022,Green,B,4.11,139.4,Manhole,ERA5,35.0,2,monitor,0.029273504273504274,17.5,Low Risk
SEG-02334,"New York, USA",Zone III,40.654663,-74.021046,CAT-031,87.5,Copernicus_EEA-10_v5,Residential,B,5.07,115.8,Manhole,Blended,38.1,50,monitor,0.04340753424657535,0.762,Low Risk
SEG-02335,"Vancouver, Canada",Zone III,49.265586,-123.292949,CAT-045,9.66,Copernicus_GLO-30_v2023,Commercial,C,5.94,23.8,Manhole,ERA5,67.4,10,monitor,0.23951612903225808,6.74,Low Risk
SEG-02336,"Pune, India",Borough North,18.396367,73.851769,CAT-057,25.130000000000003,SRTM_1arc,Roads,B,9.98,198.8,GratedInlet,Blended,21.9,2,monitor,0.04994994994994995,10.95,Low Risk
SEG-02337,"Tehran, Iran",Sector 24,35.810711,51.293965,CAT-031,47.38,SRTM_1arc,Residential,B,3.46,128.2,CurbInlet,LocalGauge,30.9,5,monitor,0.026780185758513934,6.18,Low Risk
SEG-02338,"Durban, South Africa",Ward H,-29.900187,31.052266,CAT-107,83.92,SRTM_1arc,Industrial,C,5.89,136.4,CurbInlet,ERA5,25.9,2,monitor,0.042867540029112076,12.95,Low Risk
SEG-02339,"Dubai, UAE",Zone X,25.224333,55.267213,CAT-027,22.12,Copernicus_GLO-30_v2023,Commercial,B,7.9,57.3,GratedInlet,ERA5,11.1,10,monitor,0.13550600343053174,1.1099999999999999,Low Risk
SEG-02340,"Delhi, India",Sector 28,28.632464,77.322625,CAT-124,25.79,Copernicus_GLO-30_v2023,Residential,B,7.58,91.69999999999999,Manhole,ERA5,43.8,25,monitor,0.08176914778856527,1.7519999999999998,Low Risk
SEG-02341,"Manila, Philippines",Sector 21,14.632851,120.918205,CAT-167,-3.0,SRTM_3arc,Roads,C,6.25,81.1,OpenChannel,ERA5,122.1,100,ponding_hotspot|extreme_rain_history|low_lying,0.07612667478684532,1.2209999999999999,High Risk
SEG-02342,"Dubai, UAE",Zone X,25.289752,55.336821,CAT-028,2.28,Copernicus_EEA-10_v5,Water,B,1.79,146.9,GratedInlet,Blended,13.7,25,low_lying|sparse_drainage|event_2023-11-02,0.012102772143340094,0.5479999999999999,Medium Risk
SEG-02343,"Shenzhen, China",Sector 24,22.546913,114.226135,CAT-124,11.42,Copernicus_EEA-10_v5,Industrial,A,7.67,146.5,CurbInlet,ERA5,70.1,5,monitor,0.052,14.02,Low Risk
SEG-02344,"Singapore, Singapore",Ward J,1.280166,103.828157,CAT-028,10.83,Copernicus_EEA-10_v5,Commercial,A,4.63,92.4,GratedInlet,Blended,62.3,50,monitor,0.049571734475374725,1.246,Low Risk
SEG-02345,"Manila, Philippines",Sector 15,14.537242,121.007069,CAT-085,10.81,Copernicus_EEA-10_v5,Green,B,4.85,239.5,Manhole,LocalGauge,128.1,10,ponding_hotspot|extreme_rain_history|event_2024-02-20,0.020166320166320164,12.809999999999999,High Risk
SEG-02346,"Pune, India",District 20,18.444194,73.862385,CAT-071,90.15,SRTM_1arc,Roads,A,9.85,273.3,CurbInlet,ERA5,52.4,50,monitor,0.03590958804228946,1.048,Low Risk
