city_name,latitude,longitude,elevation_m,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,historical_rainfall_intensity_mm_hr,return_period_years,drainage_efficiency,rainfall_per_return_period,simplified_risks
"New York, USA",40.522257,-74.015079,82.81,Commercial,D,6.99,205.9,OpenChannel,48.9,10,0.03378443692605123,4.89,Low Risk
"Istanbul, Türkiye",41.016583,28.943572,-3.0,Commercial,B,9.67,91.69999999999999,OpenChannel,39.3,10,0.10431499460625675,3.9299999999999997,Medium Risk
"Sydney, Australia",-33.836949,151.27067,6.35,Residential,D,7.09,91.69999999999999,Manhole,18.8,5,0.07648327939590076,3.7600000000000002,Medium Risk
"Auckland, New Zealand",-36.811232,174.763513,67.63,Industrial,B,5.29,91.69999999999999,GratedInlet,44.6,10,0.05706580366774542,4.46,Low Risk
"Istanbul, Türkiye",40.994182,29.001332,87.31,Roads,B,6.25,80.6,CurbInlet,53.6,25,0.07659313725490197,2.144,Low Risk
"Mexico City, Mexico",19.378011,-99.162304,-3.0,Roads,C,7.33,91.69999999999999,Manhole,41.3,2,0.07907227615965481,20.65,High Risk
"Kolkata, India",22.583611,88.348279,52.13,Institutional,B,5.67,20.7,CurbInlet,48.0,2,0.26129032258064516,24.0,Low Risk
"Mumbai, India",19.122359,72.851145,7.75,Residential,A,6.25,91.69999999999999,GratedInlet,60.9,5,0.06742179072276161,12.18,Medium Risk
"Dhaka, Bangladesh",23.787636,90.318316,36.13,Green,A,4.39,186.2,CurbInlet,35.9,2,0.0234508547008547,17.95,Low Risk
"Washington DC, USA",39.042299,-77.024956,-3.0,Residential,B,2.45,432.1,CurbInlet,16.8,5,0.005656892172708382,3.3600000000000003,Medium Risk
"Bogotá, Colombia",4.695238,-74.196858,44.41,Commercial,B,6.53,91.69999999999999,OpenChannel,56.3,5,0.07044228694714133,11.26,Low Risk
"Auckland, New Zealand",-36.774273,174.803967,23.44,Industrial,B,7.26,267.1,OpenChannel,73.7,5,0.027079447967176425,14.74,Low Risk
"Karachi, Pakistan",24.963957,66.985398,25.130000000000003,Mixed,B,9.7,91.69999999999999,GratedInlet,25.2,25,0.104638619201726,1.008,Low Risk
"Manila, Philippines",14.675823,120.946278,15.34,Roads,A,6.21,116.5,GratedInlet,63.6,5,0.052851063829787236,12.72,Low Risk
"Brisbane, Australia",-27.507544,153.069348,62.47,Institutional,D,6.27,380.5,Manhole,18.8,2,0.016435124508519004,9.4,Low Risk
"Accra, Ghana",5.560207,-0.252295,-3.0,Residential,B,4.29,74.1,GratedInlet,66.1,25,0.05712383488681758,2.6439999999999997,High Risk
"Paris, France",48.88787,2.25333,40.5,Green,B,6.25,128.8,CurbInlet,26.3,10,0.048151001540832045,2.63,Low Risk
"Taipei, Taiwan",25.049711,121.54844,80.96,Commercial,D,7.21,83.9,Manhole,54.3,5,0.08492343934040046,10.86,Low Risk
"Taipei, Taiwan",25.021944,121.578472,72.7,Industrial,B,6.02,91.69999999999999,GratedInlet,41.8,2,0.06494066882416397,20.9,Low Risk
"Hong Kong, China",22.334683,114.229712,0.14,Industrial,B,4.98,65.0,Manhole,117.4,50,0.07545454545454545,2.3480000000000003,High Risk
"Barcelona, Spain",41.391097,2.191819,-3.0,Mixed,C,6.94,23.5,GratedInlet,30.1,25,0.283265306122449,1.204,High Risk
"Mexico City, Mexico",19.457372,-99.22434,25.130000000000003,Residential,A,6.12,32.9,CurbInlet,24.1,2,0.18053097345132743,12.05,Low Risk
"Osaka, Japan",34.675014,135.503691,11.75,Mixed,D,6.25,91.69999999999999,CurbInlet,49.2,50,0.06742179072276161,0.9840000000000001,Low Risk
"Dubai, UAE",25.15442,55.204265,88.08,Residential,A,3.21,35.6,Manhole,16.2,5,0.08770491803278688,3.2399999999999998,Low Risk
"Copenhagen, Denmark",55.729662,12.540288,55.18,Residential,D,5.52,91.69999999999999,GratedInlet,15.3,25,0.05954692556634304,0.612,Low Risk
"Doha, Qatar",25.281606,51.617506,35.13,Industrial,D,6.25,31.6,Manhole,8.4,10,0.19171779141104295,0.8400000000000001,Low Risk
"Vancouver, Canada",49.20617,-123.112924,-0.96,Residential,B,7.89,114.1,CurbInlet,20.3,25,0.0685490877497828,0.812,Medium Risk
"Hanoi, Vietnam",20.974585,105.832202,10.77,Roads,B,8.68,56.1,CurbInlet,150.0,50,0.1520140105078809,3.0,High Risk
"Paris, France",48.889937,2.29555,58.5,Roads,B,6.25,91.69999999999999,OpenChannel,34.8,5,0.06742179072276161,6.959999999999999,Low Risk
"Tokyo, Japan",35.628516,139.642413,35.23,Commercial,D,5.56,32.2,CurbInlet,19.3,25,0.16746987951807227,0.772,Low Risk
"Brisbane, Australia",-27.518255,153.034794,10.13,Commercial,D,5.99,91.69999999999999,CurbInlet,29.7,25,0.06461704422869473,1.188,Low Risk
"Bengaluru, India",13.035751,77.605745,45.93,Industrial,D,10.5,19.4,Manhole,35.5,5,0.5147058823529412,7.1,Low Risk
"Washington DC, USA",38.836712,-77.127056,-3.0,Institutional,C,6.39,91.69999999999999,GratedInlet,16.6,25,0.06893203883495146,0.664,Medium Risk
"Bangkok, Thailand",13.837147,100.459041,17.35,Residential,D,6.25,243.1,CurbInlet,94.0,50,0.025604260548955347,1.88,High Risk
"Singapore, Singapore",1.32176,103.810353,-3.0,Residential,B,3.26,140.4,CurbInlet,110.1,25,0.023055162659123052,4.404,High Risk
"Chennai, India",12.937214,80.26766,5.65,Institutional,A,4.07,105.7,GratedInlet,56.3,50,0.03814432989690722,1.126,Medium Risk
"Chennai, India",13.215859,80.305791,9.09,Roads,A,7.35,84.3,GratedInlet,59.7,25,0.08616647127784291,2.388,Low Risk
"Riyadh, Saudi Arabia",24.665584,46.706868,16.61,Commercial,A,4.7,91.69999999999999,CurbInlet,13.8,2,0.05070118662351673,6.9,Low Risk
"Hamburg, Germany",53.576426,9.892451,-3.0,Green,B,6.34,156.2,CurbInlet,44.1,5,0.040330788804071246,8.82,Medium Risk
"New York, USA",40.812788,-74.086715,43.72,Green,B,4.47,40.8,GratedInlet,40.8,50,0.1069377990430622,0.816,Low Risk
"Dubai, UAE",25.178588,55.266147,89.18,Commercial,D,6.4,109.8,CurbInlet,14.6,50,0.05776173285198556,0.292,Low Risk
"Bengaluru, India",13.063091,77.510252,-3.0,Residential,B,3.69,26.1,GratedInlet,58.6,25,0.13616236162361622,2.344,High Risk
"Auckland, New Zealand",-36.862003,174.81384,5.52,Mixed,C,8.39,58.8,Manhole,52.8,50,0.14030100334448162,1.056,Medium Risk
"Lagos, Nigeria",6.593112,3.436032,8.53,Residential,B,4.3,9.8,CurbInlet,79.6,25,0.3981481481481481,3.1839999999999997,Low Risk
"Mexico City, Mexico",19.521967,-99.173117,29.3,Roads,D,7.74,83.6,Manhole,38.1,2,0.09148936170212767,19.05,Low Risk
"Dubai, UAE",25.223319,55.202678,84.53,Industrial,B,7.66,62.7,Manhole,11.1,2,0.12025117739403453,5.55,Low Risk
"Lagos, Nigeria",6.394588,3.353792,30.67,Roads,B,7.31,424.1,CurbInlet,69.0,5,0.0171959538932016,13.8,Low Risk
"Copenhagen, Denmark",55.693958,12.517207,43.53,Industrial,D,10.13,52.9,GratedInlet,30.5,10,0.18794063079777368,3.05,Low Risk
"Copenhagen, Denmark",55.728828,12.508908,43.79,Roads,B,7.12,35.0,Manhole,31.0,5,0.19777777777777777,6.2,Low Risk
"Hanoi, Vietnam",21.06725,105.884743,22.69,Green,C,7.02,128.4,Manhole,65.5,2,0.05425038639876352,32.75,Low Risk
"Tokyo, Japan",35.741148,139.552366,24.58,Roads,D,9.25,26.6,GratedInlet,37.7,10,0.3351449275362319,3.7700000000000005,Low Risk
"Miami, USA",25.755787,-80.24166,21.92,Residential,A,4.57,102.3,CurbInlet,74.2,5,0.04424007744433689,14.84,Low Risk
"Rome, Italy",41.80631,12.423265,44.51,Commercial,B,6.29,10.6,CurbInlet,27.9,5,0.5422413793103449,5.58,Low Risk
"Dubai, UAE",25.25657,55.289775,1.49,Commercial,B,6.62,112.1,GratedInlet,13.2,25,0.05853227232537578,0.528,Medium Risk
"Jakarta, Indonesia",-6.111608,106.807549,20.22,Commercial,C,3.63,230.6,GratedInlet,103.6,25,0.015673575129533678,4.144,High Risk
"Colombo, Sri Lanka",6.925209,79.788901,-3.0,Commercial,A,9.61,13.2,Manhole,39.6,2,0.6767605633802817,19.8,Medium Risk
"Karachi, Pakistan",24.970388,67.105535,5.44,Commercial,B,5.08,91.8,Manhole,46.4,10,0.05474137931034483,4.64,Medium Risk
"Pune, India",18.507924,73.874058,71.9,Industrial,B,7.87,81.9,GratedInlet,48.3,50,0.09493365500603136,0.966,Low Risk
"Taipei, Taiwan",25.040224,121.573341,52.61,Residential,A,5.38,55.0,CurbInlet,20.7,10,0.09607142857142857,2.07,Low Risk
"Shenzhen, China",22.573148,114.048364,-1.54,Residential,B,4.14,313.0,OpenChannel,29.0,2,0.013184713375796178,14.5,Medium Risk
"Jakarta, Indonesia",-6.24784,106.806241,14.21,Mixed,A,3.79,78.8,GratedInlet,86.1,10,0.0474937343358396,8.61,High Risk
"Vancouver, Canada",49.331035,-123.069503,1.22,Residential,C,7.7,128.5,CurbInlet,20.2,100,0.05945945945945946,0.20199999999999999,Medium Risk
"Athens, Greece",38.077053,23.834931,31.66,Green,B,5.29,91.69999999999999,CurbInlet,36.7,2,0.05706580366774542,18.35,Low Risk
"Durban, South Africa",-29.843438,30.990436,72.94,Water,C,2.69,244.5,Manhole,44.0,10,0.010957230142566192,4.4,Medium Risk
"Dhaka, Bangladesh",23.822554,90.452783,45.31,Residential,B,6.25,116.6,Manhole,92.5,50,0.053146258503401364,1.85,High Risk
"Kuala Lumpur, Malaysia",3.032328,101.657289,56.42,Green,C,3.1,114.1,Manhole,81.5,5,0.026933101650738492,16.3,High Risk
"Singapore, Singapore",1.397125,103.838353,17.06,Roads,A,11.74,247.3,OpenChannel,56.3,10,0.047281514297221106,5.63,Low Risk
"Barcelona, Spain",41.356949,2.331447,16.76,Commercial,C,8.36,44.5,CurbInlet,39.9,5,0.18373626373626373,7.9799999999999995,Low Risk
"Copenhagen, Denmark",55.696285,12.628094,15.92,Roads,A,7.16,294.9,OpenChannel,26.8,10,0.02419736397431565,2.68,Low Risk
"Hamburg, Germany",53.597784,10.033657,72.68,Informal,B,8.88,236.2,Manhole,23.6,2,0.03743676222596965,11.8,Low Risk
"Washington DC, USA",38.790622,-77.029956,7.4,Industrial,A,10.07,91.69999999999999,CurbInlet,33.9,5,0.1086299892125135,6.779999999999999,Medium Risk
"Delhi, India",28.581175,77.222002,79.44,Commercial,A,9.98,367.1,OpenChannel,30.2,5,0.02711219777234447,6.04,Low Risk
"Philadelphia, USA",39.893928,-75.105524,-3.0,Commercial,A,7.21,38.2,GratedInlet,41.8,25,0.1839285714285714,1.672,Medium Risk
"Karachi, Pakistan",24.739964,67.098925,25.130000000000003,Water,B,7.83,248.4,GratedInlet,75.0,100,0.031395348837209305,0.75,Low Risk
"Lima, Peru",-12.019781,-77.194553,44.73,Residential,B,8.15,98.8,CurbInlet,44.9,5,0.08166332665330663,8.98,Low Risk
"Lagos, Nigeria",6.578388,3.347453,2.04,Residential,D,5.41,218.9,OpenChannel,54.2,2,0.024602091859936333,27.1,High Risk
"Hamburg, Germany",53.400215,9.935569,92.56,Industrial,A,8.51,3.6,CurbInlet,52.1,10,1.85,5.21,Low Risk
"New York, USA",40.743956,-73.950251,1.67,Residential,B,8.06,258.1,CurbInlet,18.0,2,0.031107680432265535,9.0,Medium Risk
"Jakarta, Indonesia",-6.178563,106.81276,10.26,Roads,B,7.77,267.4,CurbInlet,75.1,10,0.028949329359165426,7.51,Low Risk
"Hyderabad, India",17.446934,78.484703,17.73,Industrial,D,8.56,60.4,CurbInlet,19.4,25,0.13941368078175898,0.7759999999999999,Low Risk
"Guangzhou, China",23.088397,113.239884,25.130000000000003,Roads,B,10.78,372.8,CurbInlet,91.2,50,0.02883895131086142,1.824,High Risk
"Nairobi, Kenya",-1.345898,36.88653,37.98,Roads,B,6.81,52.6,Manhole,37.0,2,0.12705223880597014,18.5,Low Risk
"Dhaka, Bangladesh",23.738904,90.458215,52.8,Residential,B,6.27,7.7,OpenChannel,57.7,5,0.7206896551724138,11.540000000000001,Low Risk
"Delhi, India",28.751962,77.291466,41.45,Residential,C,5.34,86.3,Manhole,41.1,25,0.061168384879725084,1.6440000000000001,Low Risk
"Ho Chi Minh City, Vietnam",10.817452,106.71885,48.15,Residential,B,7.55,107.1,CurbInlet,64.7,5,0.0698427382053654,12.940000000000001,Low Risk
"Ho Chi Minh City, Vietnam",10.653499,106.632828,43.3,Residential,C,2.42,134.0,GratedInlet,46.1,100,0.017925925925925925,0.461,Medium Risk
"Istanbul, Türkiye",40.933669,28.859613,51.23,Roads,B,6.38,211.9,OpenChannel,32.9,10,0.02996712071395021,3.29,Low Risk
"Rio de Janeiro, Brazil",-22.885275,-43.221929,10.88,Informal,B,4.75,154.0,GratedInlet,28.8,2,0.03064516129032258,14.4,Low Risk
"Mumbai, India",19.181847,72.891275,0.41,Institutional,D,5.92,157.1,GratedInlet,68.6,10,0.037444655281467426,6.859999999999999,High Risk
"Singapore, Singapore",1.355684,103.815568,14.62,Commercial,C,7.77,129.9,GratedInlet,83.6,100,0.05935828877005347,0.836,High Risk
"Bangkok, Thailand",13.650876,100.412787,17.35,Residential,B,5.57,116.2,CurbInlet,53.6,25,0.047525597269624575,2.144,Low Risk
"Tehran, Iran",35.663038,51.416521,63.07,Residential,A,7.58,10.6,CurbInlet,25.9,25,0.653448275862069,1.036,Low Risk
"Manila, Philippines",14.700704,120.832512,10.04,Industrial,D,8.28,130.2,OpenChannel,99.9,50,0.06310975609756098,1.9980000000000002,High Risk
"Philadelphia, USA",39.893735,-75.246275,32.66,Green,B,5.05,223.3,Manhole,37.5,10,0.02251448952296032,3.75,Low Risk
"Amsterdam, Netherlands",52.310917,4.952228,25.130000000000003,Residential,A,7.94,91.69999999999999,GratedInlet,28.6,2,0.08565264293419635,14.3,Low Risk
"Houston, USA",29.750592,-95.404389,83.31,Roads,B,5.83,23.8,Manhole,65.9,10,0.23508064516129032,6.590000000000001,Low Risk
"Athens, Greece",38.000329,23.764904,94.05,Green,A,4.32,32.0,CurbInlet,50.8,10,0.13090909090909092,5.08,Low Risk
"Guangzhou, China",23.119836,113.24621,7.17,Roads,B,9.26,139.4,OpenChannel,80.0,25,0.06595441595441595,3.2,High Risk
"Tokyo, Japan",35.833125,139.668805,44.73,Mixed,D,6.35,419.5,CurbInlet,21.0,25,0.015101070154577883,0.84,Low Risk
"Chennai, India",13.016503,80.272738,25.130000000000003,Residential,B,2.32,56.0,Manhole,85.4,50,0.04070175438596491,1.7080000000000002,High Risk
"Athens, Greece",37.844191,23.775213,35.29,Industrial,D,9.88,54.7,Manhole,33.9,50,0.17737881508078995,0.6779999999999999,Low Risk
"Hyderabad, India",17.38072,78.458124,14.83,Commercial,B,7.91,117.1,GratedInlet,30.0,50,0.06697713801862828,0.6,Low Risk
"Ahmedabad, India",23.054156,72.51075,-3.0,Residential,B,6.87,133.8,GratedInlet,15.2,2,0.050964391691394655,7.6,Medium Risk
"Sao Paulo, Brazil",-23.528036,-46.55215,73.22,Industrial,D,2.91,83.8,GratedInlet,55.8,25,0.03431603773584906,2.2319999999999998,Medium Risk
"Copenhagen, Denmark",55.613494,12.52263,-3.0,Residential,B,6.17,48.6,GratedInlet,28.5,2,0.12439516129032258,14.25,Medium Risk
"Kolkata, India",22.549886,88.443252,115.16,Mixed,C,4.16,56.7,Manhole,34.7,25,0.07209705372616984,1.3880000000000001,Low Risk
"Guangzhou, China",23.146786,113.149008,7.13,Residential,A,6.25,2.4,CurbInlet,50.6,10,1.8382352941176472,5.0600000000000005,Medium Risk
"Auckland, New Zealand",-36.865768,174.820234,-3.0,Green,B,5.02,63.3,OpenChannel,25.8,50,0.07807153965785381,0.516,Medium Risk
"San Francisco, USA",37.757627,-122.456186,101.24,Commercial,C,5.74,67.9,GratedInlet,32.2,5,0.08330914368650218,6.44,Low Risk
"Shanghai, China",31.198221,121.374789,9.07,Green,B,4.41,20.5,CurbInlet,26.5,10,0.20511627906976745,2.65,Low Risk
"Singapore, Singapore",1.30593,103.844515,15.39,Industrial,A,6.25,88.0,Manhole,77.4,10,0.0702247191011236,7.74,Low Risk
"Manila, Philippines",14.67274,121.037917,7.58,Residential,A,6.33,91.69999999999999,OpenChannel,59.5,2,0.06828478964401295,29.75,Medium Risk
"Tehran, Iran",35.761448,51.256191,38.95,Industrial,A,5.26,65.2,Manhole,42.8,10,0.07945619335347431,4.279999999999999,Low Risk
"Durban, South Africa",-29.794193,30.906022,15.66,Institutional,C,2.9,565.4,CurbInlet,22.9,5,0.005120056497175141,4.58,Medium Risk
"Bangkok, Thailand",13.638863,100.510476,-3.0,Residential,C,3.11,223.5,OpenChannel,43.2,10,0.013853006681514476,4.32,High Risk
"Lagos, Nigeria",6.480796,3.357132,8.84,Institutional,A,4.95,304.4,Manhole,128.8,25,0.01620825147347741,5.152,High Risk
"Guangzhou, China",23.04878,113.282579,23.85,Commercial,B,6.25,198.3,OpenChannel,85.5,25,0.03135975915704967,3.42,High Risk
"Ahmedabad, India",22.990506,72.489141,35.58,Residential,C,7.28,89.9,GratedInlet,39.3,50,0.08008800880088009,0.7859999999999999,Low Risk
"Dubai, UAE",25.193837,55.316052,2.08,Green,B,5.17,167.5,CurbInlet,8.6,2,0.030682492581602373,4.3,Medium Risk
"San Francisco, USA",37.770684,-122.339203,-3.0,Residential,C,6.39,86.9,OpenChannel,89.3,50,0.07269624573378838,1.786,High Risk
"Miami, USA",25.861584,-80.202591,17.46,Industrial,B,4.65,81.2,CurbInlet,52.1,25,0.05656934306569343,2.084,Low Risk
"Shenzhen, China",22.571797,114.276343,17.08,Residential,C,4.3,29.0,OpenChannel,125.0,25,0.14333333333333334,5.0,High Risk
"Ho Chi Minh City, Vietnam",10.877165,106.56428,95.53,Industrial,B,9.32,35.0,CurbInlet,96.5,25,0.2588888888888889,3.86,High Risk
"Rome, Italy",41.842972,12.4455,89.21,Green,B,7.46,110.8,CurbInlet,38.1,5,0.0667262969588551,7.62,Low Risk
"Singapore, Singapore",1.322321,103.694293,10.5,Industrial,C,8.82,58.6,CurbInlet,29.0,50,0.14798657718120806,0.58,Low Risk
"Vancouver, Canada",49.281841,-123.123581,18.62,Mixed,D,4.4,47.1,Manhole,32.2,2,0.09147609147609148,16.1,Low Risk
"Athens, Greece",37.946921,23.726388,73.75,Industrial,D,6.25,100.3,GratedInlet,29.1,10,0.061697926949654494,2.91,Low Risk
"Chennai, India",13.071353,80.225325,5.44,Residential,B,7.59,325.0,OpenChannel,87.0,25,0.023282208588957055,3.48,High Risk
"Dhaka, Bangladesh",23.922787,90.280409,61.29,Industrial,C,4.29,30.6,CurbInlet,55.1,25,0.13575949367088608,2.204,Low Risk
"Manila, Philippines",14.580639,120.962629,28.8,Water,B,5.55,412.4,Manhole,66.7,50,0.013425253991291727,1.334,Low Risk
"Manila, Philippines",14.608816,120.933539,2.47,Industrial,B,8.29,52.9,GratedInlet,41.2,5,0.15380333951762523,8.24,Medium Risk
"Ahmedabad, India",22.990609,72.491048,59.67,Green,C,2.78,249.7,CurbInlet,23.7,25,0.01108895093737535,0.948,Medium Risk
"Riyadh, Saudi Arabia",24.648565,46.682534,77.82,Roads,B,4.27,19.9,GratedInlet,12.7,2,0.20430622009569377,6.35,Low Risk
"Lima, Peru",-12.076966,-77.04633,121.72,Green,C,3.9,48.3,CurbInlet,70.4,5,0.07910750507099391,14.080000000000002,Low Risk
"Rotterdam, Netherlands",51.912746,4.50254,15.22,Commercial,B,8.16,81.8,OpenChannel,17.5,10,0.09855072463768116,1.75,Low Risk
"Shanghai, China",31.297324,121.566268,12.45,Commercial,B,8.47,36.0,CurbInlet,37.3,2,0.22891891891891894,18.65,Low Risk
"Houston, USA",29.826518,-95.388756,21.14,Mixed,B,4.71,107.6,CurbInlet,51.5,5,0.04337016574585636,10.3,Low Risk
"Kuala Lumpur, Malaysia",3.280532,101.611167,43.46,Roads,A,6.25,322.5,CurbInlet,77.2,10,0.019319938176197836,7.720000000000001,Low Risk
"Miami, USA",25.62422,-80.19132,9.29,Roads,D,10.18,78.1,Manhole,49.8,5,0.12869785082174462,9.959999999999999,Low Risk
"Bogotá, Colombia",4.660869,-73.986775,-3.0,Commercial,A,11.16,91.69999999999999,GratedInlet,71.2,25,0.12038834951456312,2.8480000000000003,Medium Risk
"Istanbul, Türkiye",41.107831,29.02289,52.08,Water,C,3.27,288.8,OpenChannel,19.9,2,0.011283643892339544,9.95,Low Risk
"Kuala Lumpur, Malaysia",3.173099,101.692072,46.26,Industrial,B,10.44,60.3,CurbInlet,44.6,5,0.1703099510603589,8.92,Low Risk
"Guangzhou, China",23.133669,113.406808,5.21,Water,C,4.87,470.2,OpenChannel,52.2,10,0.010335314091680816,5.220000000000001,Medium Risk
"Kuala Lumpur, Malaysia",3.155741,101.616431,52.42,Commercial,B,6.33,113.4,GratedInlet,64.2,50,0.05533216783216783,1.284,Low Risk
"Hyderabad, India",17.26284,78.464424,3.7,Residential,B,3.39,13.9,CurbInlet,22.6,2,0.22751677852348995,11.3,Medium Risk
"Chennai, India",12.974622,80.332362,5.69,Commercial,D,8.31,144.4,GratedInlet,57.6,50,0.057152682255845945,1.1520000000000001,Medium Risk
"Amsterdam, Netherlands",52.395008,4.904408,16.22,Informal,A,5.34,293.2,Manhole,25.2,10,0.01815091774303195,2.52,Low Risk
"Shenzhen, China",22.604524,114.012061,-3.0,Roads,C,9.73,128.6,CurbInlet,41.2,50,0.07507716049382716,0.8240000000000001,Medium Risk
"Jakarta, Indonesia",-6.090325,106.884313,1.69,Commercial,C,7.16,100.7,GratedInlet,57.9,5,0.0704031465093412,11.58,Medium Risk
"Lima, Peru",-11.985509,-77.206691,122.72,Residential,C,6.75,224.8,OpenChannel,21.0,2,0.029893711248892823,10.5,Low Risk
"Karachi, Pakistan",24.921004,67.019498,116.82,Industrial,C,6.64,178.8,GratedInlet,15.6,5,0.03692992213570634,3.12,Low Risk
"Buenos Aires, Argentina",-34.535689,-58.378269,66.46,Residential,C,5.11,30.3,GratedInlet,25.7,5,0.16325878594249202,5.14,Low Risk
"Delhi, India",28.63469,77.200871,81.44,Roads,A,8.07,32.5,OpenChannel,16.6,5,0.2408955223880597,3.3200000000000003,Low Risk
"Rotterdam, Netherlands",51.958438,4.561532,10.99,Roads,B,6.25,83.7,GratedInlet,24.2,10,0.07378984651711924,2.42,Low Risk
"Riyadh, Saudi Arabia",24.684718,46.64258,25.130000000000003,Residential,B,2.27,91.69999999999999,OpenChannel,12.3,2,0.024487594390507014,6.15,Medium Risk
"Riyadh, Saudi Arabia",24.684982,46.696927,45.48,Residential,C,4.82,387.8,OpenChannel,14.6,2,0.012397119341563786,7.3,Low Risk
"Hong Kong, China",22.283314,114.260761,1.07,Roads,D,6.44,88.6,GratedInlet,37.7,5,0.07187500000000001,7.540000000000001,High Risk
"Amsterdam, Netherlands",52.30647,4.899011,-3.0,Residential,B,7.82,15.2,CurbInlet,51.0,25,0.48271604938271606,2.04,Medium Risk
"Barcelona, Spain",41.394521,2.16947,-3.0,Roads,D,8.89,64.8,OpenChannel,31.8,5,0.1351063829787234,6.36,High Risk
"Durban, South Africa",-29.820669,30.857434,63.6,Residential,B,3.94,30.8,Manhole,24.8,5,0.12389937106918239,4.96,Low Risk
"London, UK",51.31296,0.021673,80.87,Commercial,A,7.45,119.2,GratedInlet,25.7,50,0.06198003327787022,0.514,Low Risk
"Tehran, Iran",35.693289,51.41302,197.13,Institutional,C,4.69,160.9,Manhole,45.4,50,0.028968499073502164,0.9079999999999999,Low Risk
"Athens, Greece",37.947578,23.700362,52.63,Industrial,A,4.14,29.6,Manhole,51.0,2,0.13529411764705881,25.5,Low Risk
"Copenhagen, Denmark",55.577564,12.617808,44.44,Institutional,B,3.73,275.5,OpenChannel,26.0,2,0.01349005424954792,13.0,Low Risk
"Durban, South Africa",-29.883486,31.140795,20.7,Commercial,C,10.75,35.5,GratedInlet,21.0,2,0.2945205479452055,10.5,Low Risk
"Buenos Aires, Argentina",-34.761502,-58.472057,31.44,Green,C,4.92,50.7,Manhole,20.6,10,0.09516441005802707,2.06,Low Risk
"Amsterdam, Netherlands",52.31245,4.942107,18.53,Residential,B,6.25,16.4,Manhole,17.4,10,0.3591954022988506,1.7399999999999998,Low Risk
"Amsterdam, Netherlands",52.394605,4.833581,3.42,Roads,A,6.25,113.7,CurbInlet,32.5,5,0.05448997384481255,6.5,Medium Risk
"Brisbane, Australia",-27.347571,152.936834,30.64,Water,C,6.25,291.4,CurbInlet,72.7,25,0.02137482900136799,2.908,Low Risk
"Auckland, New Zealand",-36.917317,174.765326,11.49,Residential,B,6.25,12.2,CurbInlet,41.8,5,0.4734848484848485,8.36,Low Risk
"Bogotá, Colombia",4.625226,-74.163526,121.47,Commercial,A,8.53,76.1,CurbInlet,49.5,5,0.1106355382619974,9.9,Low Risk
"Mexico City, Mexico",19.367945,-99.056559,81.66,Institutional,B,4.59,372.4,CurbInlet,26.9,10,0.012292447777182646,2.69,Low Risk
"Durban, South Africa",-29.800973,31.009431,15.65,Residential,D,7.47,34.2,Manhole,42.0,50,0.21221590909090907,0.84,Low Risk
"Bangkok, Thailand",13.727426,100.465606,15.9,Residential,B,4.24,71.6,GratedInlet,73.5,50,0.05840220385674932,1.47,Low Risk
"San Francisco, USA",37.835309,-122.274335,32.23,Residential,B,3.78,152.6,CurbInlet,42.2,5,0.024609375,8.440000000000001,Low Risk
"Shenzhen, China",22.540064,114.110958,13.4,Green,B,6.23,233.5,GratedInlet,78.4,50,0.02656716417910448,1.568,Low Risk
"Lima, Peru",-12.118258,-76.909295,5.35,Roads,A,10.9,379.7,OpenChannel,25.5,10,0.028631468347780405,2.55,Medium Risk
"Dhaka, Bangladesh",23.735428,90.439376,72.68,Green,B,6.25,342.1,OpenChannel,102.5,50,0.018216263480034973,2.05,High Risk
"Delhi, India",28.449792,77.233059,-3.0,Green,A,6.49,0.2,CurbInlet,34.5,2,5.408333333333334,17.25,Medium Risk
"Paris, France",48.891295,2.295446,39.82,Roads,A,11.38,129.2,OpenChannel,20.4,10,0.08740399385560678,2.04,Low Risk
"Guangzhou, China",23.146377,113.298146,12.03,Roads,C,5.21,0.7,GratedInlet,50.3,2,3.0647058823529414,25.15,Low Risk
"Istanbul, Türkiye",41.09198,28.858191,3.28,Commercial,B,7.21,91.69999999999999,OpenChannel,19.0,10,0.07777777777777779,1.9,Medium Risk
"Amsterdam, Netherlands",52.288419,4.855197,12.04,Roads,B,9.42,190.2,CurbInlet,22.3,5,0.04926778242677825,4.46,Low Risk
"Shenzhen, China",22.412053,114.128927,8.77,Roads,B,11.13,113.2,Manhole,128.9,50,0.09746059544658495,2.5780000000000003,High Risk
"Singapore, Singapore",1.43764,103.676573,9.87,Residential,B,8.91,46.0,CurbInlet,33.0,10,0.1895744680851064,3.3,Low Risk
"Hamburg, Germany",53.691831,9.908086,128.84,Water,C,4.12,91.69999999999999,OpenChannel,29.2,5,0.04444444444444445,5.84,Low Risk
"Taipei, Taiwan",25.143248,121.514926,30.49,Roads,C,6.25,34.5,Manhole,15.2,2,0.176056338028169,7.6,Low Risk
"Shenzhen, China",22.511057,114.075417,5.92,Industrial,B,8.38,84.6,OpenChannel,46.0,2,0.09789719626168226,23.0,Medium Risk
"Doha, Qatar",25.295852,51.608392,101.37,Residential,C,5.5,3.4,OpenChannel,6.0,10,1.25,0.6,Low Risk
"Rome, Italy",41.952932,12.430834,86.12,Residential,A,6.25,36.0,CurbInlet,23.1,10,0.16891891891891891,2.31,Low Risk
